Num_facture,num_contrat,exe,dtemi,datedeb,datefin,datcpt,libop,ncli,Prime,nomncli,nb_jour_couv,client_age,client_gender,client_marital_status
458378,16106,2024,7/11/2024,6/28/2024,6/27/2025,7/28/2024,Terme,4823120,72004.51,client_3445,184,60,Male,Widowed
458378,16106,2024,7/11/2024,6/28/2024,6/27/2025,7/28/2024,Terme,4823120,72004.51,client_3445,180,60,Male,Widowed
284106,16117,2023,1/29/2023,12/30/2022,12/29/2023,1/29/2023,Terme,4280655,13550.0,client_1499,364,42,Female,Married
189324,16094,2022,2/25/2022,12/29/2021,12/29/2022,2/26/2022,Terme,4698867,7667.82,client_277,365,25,Female,Divorced
220111,16080,2022,9/18/2022,8/30/2022,6/28/2023,9/23/2022,Avenant,1711265,35623.88,client_2386,122,33,Female,Single
220111,16080,2022,9/18/2022,8/30/2022,6/28/2023,9/23/2022,Avenant,1711265,35623.88,client_2386,180,33,Female,Single
276608,16101,2022,12/19/2022,11/10/2022,12/29/2022,12/28/2022,Avenant,4871503,630.06,client_3021,49,46,Male,Married
534942,16153,2025,5/4/2025,2/15/2025,12/28/2025,5/28/2025,Affaire Nouvelle,13049378,7843.18,client_1947,316,25,Female,Single
509970,16148,2024,1/29/2025,11/28/2024,12/28/2024,2/25/2025,Affaire Nouvelle,33742789,505.9,client_2041,30,34,Female,Married
284211,16097,2023,2/2/2023,12/30/2022,12/29/2023,2/26/2023,Terme,4828952,97319.14,client_2653,364,42,Female,Single
155693,16094,2021,5/23/2021,12/29/2020,12/28/2021,5/28/2021,Terme,4697844,10763.44,client_2310,364,25,Male,Single
461155,16126,2023,7/28/2024,10/6/2023,6/27/2024,7/29/2024,Avenant,14459579,5612.52,client_3444,85,27,Female,Divorced
461155,16126,2023,7/28/2024,10/6/2023,6/27/2024,7/29/2024,Avenant,14459579,5612.52,client_3444,180,27,Female,Divorced
445848,16129,2024,6/2/2024,3/8/2024,12/28/2024,6/27/2024,Avenant,4969465,14778.61,client_1913,295,25,Male,Single
357185,16119,2023,11/25/2023,7/25/2023,12/29/2023,11/27/2023,Avenant,8681367,1922.3,client_2063,157,49,Female,Married
143406,16097,2020,9/25/2020,8/20/2020,6/27/2021,9/28/2020,Affaire Nouvelle,4804521,18815.76,client_3472,131,59,Female,Married
143406,16097,2020,9/25/2020,8/20/2020,6/27/2021,9/28/2020,Affaire Nouvelle,4804521,18815.76,client_3472,180,59,Female,Married
589949,16159,2025,11/24/2025,7/29/2025,3/29/2026,11/27/2025,Avenant,35048123,15411.03,client_1936,153,53,Female,Divorced
589949,16159,2025,11/24/2025,7/29/2025,3/29/2026,11/27/2025,Avenant,35048123,15411.03,client_1936,90,53,Female,Divorced
598805,16141,2025,12/11/2025,11/14/2025,5/29/2026,12/29/2025,Ristourne,29609330,-2077.981593,client_3458,45,60,Female,Widowed
598805,16141,2025,12/11/2025,11/14/2025,5/29/2026,12/29/2025,Ristourne,29609330,-2077.981593,client_3458,151,60,Female,Widowed
308706,16097,2023,6/22/2023,6/5/2023,12/29/2023,6/28/2023,Avenant,4828952,9175.99,client_2653,207,42,Female,Single
526039,16102,2025,3/25/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4882673,2628.36,client_2331,364,49,Female,Married
526098,16097,2025,3/27/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4828952,1022.0349,client_2653,364,42,Female,Single
598557,16154,2025,12/5/2025,10/27/2025,12/28/2025,12/29/2025,Avenant,4729956,189.05,client_2699,62,53,Female,Married
526074,16097,2025,3/27/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4828967,46208.32,client_1820,364,35,Male,Married
460672,16117,2024,7/14/2024,4/6/2024,12/28/2024,7/29/2024,Avenant,4861954,13431.58,client_3482,266,60,Male,Widowed
406521,16129,2024,3/17/2024,12/30/2023,12/28/2024,3/28/2024,Ristourne,4870092,-6057.22,client_1722,364,38,Male,Married
445810,16139,2024,6/1/2024,4/19/2024,3/28/2025,6/27/2024,Affaire Nouvelle,28722038,6366.94,client_2664,254,44,Male,Married
445810,16139,2024,6/1/2024,4/19/2024,3/28/2025,6/27/2024,Affaire Nouvelle,28722038,6366.94,client_2664,89,44,Male,Married
193759,16079,2022,4/11/2022,3/13/2022,3/12/2023,4/28/2022,Terme,1713681,98097.14,client_3446,292,40,Female,Married
193759,16079,2022,4/11/2022,3/13/2022,3/12/2023,4/28/2022,Terme,1713681,98097.14,client_3446,72,40,Female,Married
276614,16095,2022,12/19/2022,7/11/2022,12/29/2022,12/28/2022,Avenant,4715862,1340.18,client_2071,171,25,Male,Married
144765,16079,2020,10/29/2020,3/12/2020,3/11/2021,11/28/2020,Avenant,1713681,28012.71,client_3446,292,40,Female,Married
144765,16079,2020,10/29/2020,3/12/2020,3/11/2021,11/28/2020,Avenant,1713681,28012.71,client_3446,72,40,Female,Married
526163,16135,2025,3/28/2025,12/29/2024,12/28/2025,3/28/2025,Terme,5085478,1086.7037,client_1864,364,36,Female,Single
340348,16122,2023,10/7/2023,9/29/2023,3/28/2024,10/29/2023,Avenant,12031797,99.73,client_3460,92,41,Male,Married
340348,16122,2023,10/7/2023,9/29/2023,3/28/2024,10/29/2023,Avenant,12031797,99.73,client_3460,89,41,Male,Married
283359,16099,2022,1/8/2023,11/29/2022,12/29/2022,1/29/2023,Avenant,4865322,1647.51,client_357,30,46,Male,Married
185759,16080,2021,1/23/2022,3/11/2021,6/7/2021,1/28/2022,Avenant,3083902,871.94,client_1744,88,35,Male,Married
502095,16127,2024,1/2/2025,10/7/2024,12/28/2024,1/28/2025,Avenant,6864613,948.7,client_2165,82,32,Female,Single
526219,16131,2025,3/28/2025,12/29/2024,12/28/2025,3/28/2025,Terme,17266017,70043.11,client_1880,364,60,Female,Married
477089,16143,2024,10/11/2024,8/29/2024,9/27/2024,10/30/2024,Avenant,6421766,434.93,client_2163,29,42,Female,Married
314806,16080,2023,7/10/2023,6/29/2023,6/27/2024,7/29/2023,Terme,1711265,14632.38,client_2386,184,33,Female,Single
314806,16080,2023,7/10/2023,6/29/2023,6/27/2024,7/29/2023,Terme,1711265,14632.38,client_2386,180,33,Female,Single
475883,16125,2024,9/6/2024,1/22/2024,6/27/2024,9/28/2024,Avenant,14414995,2336.24,client_2437,157,33,Male,Married
560925,16159,2025,8/1/2025,7/7/2025,3/29/2026,8/28/2025,Avenant,35048123,23133.59,client_1936,175,53,Female,Divorced
560925,16159,2025,8/1/2025,7/7/2025,3/29/2026,8/28/2025,Avenant,35048123,23133.59,client_1936,90,53,Female,Divorced
544236,16117,2025,6/16/2025,1/14/2025,12/28/2025,6/27/2025,Ristourne,4861954,-51281.14,client_3482,348,60,Male,Widowed
189701,16097,2022,3/5/2022,12/29/2021,12/29/2022,3/30/2022,Terme,4828967,24064.0,client_1820,365,35,Male,Married
421598,16125,2023,4/6/2024,9/29/2023,6/27/2024,4/27/2024,Avenant,14414995,13400.82,client_2437,92,33,Male,Married
421598,16125,2023,4/6/2024,9/29/2023,6/27/2024,4/27/2024,Avenant,14414995,13400.82,client_2437,180,33,Male,Married
229523,16107,2022,10/23/2022,12/31/2021,9/28/2022,10/29/2022,Avenant,4666815,23730.06,client_3447,271,47,Male,Married
153389,16096,2021,4/23/2021,12/29/2020,12/28/2021,4/27/2021,Terme,4780871,51186.0,client_3428,364,26,Male,Single
526584,16115,2025,4/6/2025,12/29/2024,12/28/2025,4/27/2025,Terme,6367631,10748.16,client_2396,364,28,Female,Divorced
340744,16127,2023,10/16/2023,10/13/2023,9/27/2024,10/29/2023,Affaire Nouvelle,6104396,4044.76,client_3526,78,60,Male,Widowed
340744,16127,2023,10/16/2023,10/13/2023,9/27/2024,10/29/2023,Affaire Nouvelle,6104396,4044.76,client_3526,272,60,Male,Widowed
380930,16131,2024,1/29/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,6398416,29057.18,client_2463,364,52,Female,Single
149389,16099,2021,1/23/2021,12/29/2020,12/28/2021,1/28/2021,Affaire Nouvelle,4865837,9737.4465,client_3480,364,38,Male,Married
205914,16098,2021,6/24/2022,3/29/2021,9/27/2021,6/24/2022,Avenant,4828974,6114.2,client_1686,182,57,Female,Widowed
468729,16140,2024,8/26/2024,7/8/2024,6/27/2025,8/28/2024,Avenant,29609334,4193.87,client_3495,174,25,Male,Married
468729,16140,2024,8/26/2024,7/8/2024,6/27/2025,8/28/2024,Avenant,29609334,4193.87,client_3495,180,25,Male,Married
477876,16098,2024,10/14/2024,9/28/2024,9/27/2025,10/30/2024,Terme,4828974,24390.0,client_1686,92,57,Female,Widowed
477876,16098,2024,10/14/2024,9/28/2024,9/27/2025,10/30/2024,Terme,4828974,24390.0,client_1686,272,57,Female,Widowed
308703,16121,2023,6/22/2023,4/8/2023,12/29/2023,6/28/2023,Avenant,8764768,13562.95,client_3527,265,56,Female,Married
162994,16095,2021,7/12/2021,12/29/2020,12/28/2021,7/28/2021,Avenant,4755050,8486.06,client_2595,364,32,Female,Single
178911,16079,2021,12/2/2021,5/22/2021,12/28/2021,12/27/2021,Avenant,1713743,2701.4,client_275,220,31,Male,Single
205917,16099,2021,6/24/2022,5/11/2021,12/28/2021,6/24/2022,Avenant,4761271,817.95,client_1803,231,52,Female,Married
569942,16117,2025,9/6/2025,7/18/2025,12/28/2025,9/27/2025,Ristourne,4861954,-3572.18,client_3482,163,60,Male,Widowed
193187,16079,2022,3/28/2022,12/29/2021,12/29/2022,3/30/2022,Terme,1714307,33145.17,client_3430,365,27,Female,Single
475967,16129,2024,9/8/2024,6/28/2024,12/28/2024,9/28/2024,Avenant,3761961,2310.73,client_2246,183,25,Female,Single
543460,16131,2025,5/29/2025,12/29/2024,12/28/2025,6/27/2025,Terme,17265186,74729.73,client_2187,364,55,Male,Married
373405,16110,2023,1/6/2024,11/29/2023,12/29/2023,1/30/2024,Avenant,5088133,343.33,client_3454,30,39,Female,Married
598551,16099,2025,12/5/2025,1/20/2025,12/28/2025,12/29/2025,Avenant,4761271,10560.82,client_1803,342,52,Female,Married
189324,16107,2022,2/25/2022,12/29/2021,12/29/2022,2/26/2022,Terme,4058483,29137.92,client_3484,365,25,Female,Married
502163,16115,2024,1/4/2025,9/28/2024,12/28/2024,1/28/2025,Avenant,6367631,1547.71,client_2396,91,28,Female,Divorced
200971,16099,2021,5/15/2022,10/18/2021,12/28/2021,5/29/2022,Avenant,4865323,4357.07,client_37,71,42,Female,Married
153501,16095,2021,4/26/2021,4/26/2021,4/26/2022,4/27/2021,Terme,1719895,47024.36,client_3449,247,45,Female,Widowed
153501,16095,2021,4/26/2021,4/26/2021,4/26/2022,4/27/2021,Terme,1719895,47024.36,client_3449,118,45,Female,Widowed
485063,16144,2024,10/24/2024,9/28/2024,9/27/2025,10/30/2024,Affaire Nouvelle,29654832,84723.3,client_1911,92,46,Female,Married
485063,16144,2024,10/24/2024,9/28/2024,9/27/2025,10/30/2024,Affaire Nouvelle,29654832,84723.3,client_1911,272,46,Female,Married
526826,16123,2024,4/12/2025,12/29/2024,6/27/2025,4/27/2025,Avenant,12657284,1305.51,client_1923,180,50,Male,Married
193192,16111,2022,3/28/2022,12/29/2021,12/29/2022,3/30/2022,Affaire Nouvelle,6157165,10172.9,client_1658,365,56,Female,Married
149587,16076,2021,1/25/2021,12/29/2020,12/28/2021,1/28/2021,Terme,3262586,1064.54,client_1933,364,60,Female,Married
373222,16132,2024,1/1/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,6338762,3563.61,client_2219,364,36,Female,Divorced
439269,16136,2024,9/28/2024,9/28/2024,12/28/2024,10/30/2024,Avenant,6832724,9670.67,client_3528,91,41,Male,Single
170487,16104,2021,9/19/2021,4/8/2021,3/29/2022,9/28/2021,Avenant,4958178,11946.22,client_35,265,31,Female,Married
170487,16104,2021,9/19/2021,4/8/2021,3/29/2022,9/28/2021,Avenant,4958178,11946.22,client_35,90,31,Female,Married
283443,16113,2023,1/12/2023,12/30/2022,12/29/2023,1/29/2023,Terme,6158318,19880.0,client_1671,364,36,Male,Married
271335,16116,2022,11/26/2022,11/21/2022,12/29/2022,11/28/2022,Affaire Nouvelle,7995537,3281.04,client_1990,38,49,Female,Divorced
598379,16113,2025,11/30/2025,1/18/2025,12/28/2025,12/29/2025,Avenant,6158318,30111.1,client_1671,344,36,Male,Married
295015,16113,2023,3/16/2023,12/30/2022,12/29/2023,3/27/2023,Terme,6262201,47901.0,client_2373,364,25,Male,Single
380897,16136,2024,1/28/2024,1/3/2024,12/28/2024,1/30/2024,Avenant,6832724,7839.93,client_3528,360,41,Male,Single
587772,16116,2025,11/1/2025,12/29/2024,12/28/2025,11/27/2025,Ristourne,7995537,-8222.13,client_1990,364,49,Female,Divorced
357010,16103,2023,11/24/2023,10/2/2023,12/29/2023,11/27/2023,Avenant,105728,8706.04,client_2023,88,34,Female,Married
224751,16099,2022,10/3/2022,12/29/2021,12/29/2022,10/29/2022,Terme,4865325,6734.85,client_71,365,26,Male,Divorced
494104,16103,2024,12/10/2024,2/8/2024,12/28/2024,12/28/2024,Avenant,105728,27461.08,client_2023,324,34,Female,Married
526059,16116,2025,3/27/2025,12/29/2024,12/28/2025,3/28/2025,Terme,7995537,1188.0555,client_1990,364,49,Female,Divorced
381589,16127,2023,2/11/2024,10/28/2023,12/29/2023,2/26/2024,Avenant,15383903,1299.4,client_2236,62,51,Female,Single
229516,16115,2022,10/23/2022,9/4/2022,6/28/2023,10/29/2022,Affaire Nouvelle,6304216,14125.2,client_2145,117,53,Female,Married
229516,16115,2022,10/23/2022,9/4/2022,6/28/2023,10/29/2022,Affaire Nouvelle,6304216,14125.2,client_2145,180,53,Female,Married
477952,16133,2024,10/15/2024,9/28/2024,12/28/2024,10/30/2024,Terme,8681174,11082.34,client_3529,91,26,Female,Married
526067,16134,2025,3/27/2025,12/29/2024,12/28/2025,3/28/2025,Terme,8683268,2354.19,client_2483,364,49,Female,Married
340777,16127,2023,10/19/2023,10/17/2023,12/29/2023,10/29/2023,Affaire Nouvelle,15383903,845.83,client_2236,73,51,Female,Single
428637,16106,2023,4/29/2024,11/24/2023,6/27/2024,5/28/2024,Ristourne,6031467,-1777.56,client_2528,36,25,Male,Married
428637,16106,2023,4/29/2024,11/24/2023,6/27/2024,5/28/2024,Ristourne,6031467,-1777.56,client_2528,180,25,Male,Married
494104,16124,2024,12/10/2024,7/21/2024,12/28/2024,12/28/2024,Avenant,6041759,2380.47,client_1787,160,26,Female,Single
373314,16134,2023,1/4/2024,12/30/2023,1/29/2024,1/30/2024,Affaire Nouvelle,8683268,37.12,client_2483,30,49,Female,Married
519985,16133,2025,3/16/2025,12/29/2024,12/28/2025,3/28/2025,Terme,8681174,43967.8,client_3529,364,26,Female,Married
193615,16110,2022,4/7/2022,12/29/2021,12/29/2022,4/28/2022,Affaire Nouvelle,813393,11910.02,client_3530,365,43,Female,Divorced
494267,16135,2024,12/14/2024,8/27/2024,12/28/2024,12/28/2024,Ristourne,17313317,-1663.56,client_3531,123,60,Female,Married
271880,16079,2022,12/10/2022,2/21/2022,3/12/2022,12/28/2022,Ristourne,6368962,-334.11,client_3441,19,44,Male,Married
374996,16135,2024,1/20/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17313317,17798.45,client_3531,364,60,Female,Married
301451,16103,2023,4/25/2023,2/19/2023,12/29/2023,4/28/2023,Ristourne,4930401,-11256.63,client_3532,313,34,Female,Single
271828,16106,2022,12/9/2022,1/5/2022,12/29/2022,12/28/2022,Avenant,6067897,13706.18,client_2061,358,58,Female,Single
475967,16129,2024,9/8/2024,1/15/2024,12/28/2024,9/28/2024,Avenant,2033,20058.37,client_2159,348,26,Male,Single
381335,16122,2024,2/8/2024,12/30/2023,12/28/2024,2/26/2024,Terme,4267969,54412.2,client_3533,364,39,Female,Widowed
340236,16106,2023,10/5/2023,9/1/2023,6/27/2024,10/29/2023,Avenant,6042130,17456.36,client_1680,120,58,Female,Widowed
340236,16106,2023,10/5/2023,9/1/2023,6/27/2024,10/29/2023,Avenant,6042130,17456.36,client_1680,180,58,Female,Widowed
476138,16106,2024,9/10/2024,4/22/2024,12/28/2024,9/28/2024,Ristourne,6067897,-1586.84,client_2061,250,58,Female,Single
477879,16129,2024,10/14/2024,9/28/2024,9/27/2025,10/30/2024,Terme,6377841,14421.4,client_1796,92,54,Female,Married
477879,16129,2024,10/14/2024,9/28/2024,9/27/2025,10/30/2024,Terme,6377841,14421.4,client_1796,272,54,Female,Married
178543,16106,2021,11/28/2021,9/28/2021,12/28/2021,12/27/2021,Affaire Nouvelle,6076172,151.74,client_177,91,47,Female,Married
276568,16099,2022,12/18/2022,7/2/2022,12/29/2022,12/28/2022,Ristourne,4865324,-354.67,client_135,180,31,Male,Married
494021,16113,2024,12/8/2024,11/24/2024,6/27/2025,12/28/2024,Avenant,504021,789.48,client_3450,35,34,Female,Single
494021,16113,2024,12/8/2024,11/24/2024,6/27/2025,12/28/2024,Avenant,504021,789.48,client_3450,180,34,Female,Single
340345,16127,2023,10/7/2023,9/29/2023,9/27/2024,10/29/2023,Affaire Nouvelle,4855460,7197.0,client_3488,92,37,Female,Married
340345,16127,2023,10/7/2023,9/29/2023,9/27/2024,10/29/2023,Affaire Nouvelle,4855460,7197.0,client_3488,272,37,Female,Married
637266,16153,2026,4/13/2026,1/2/2026,3/29/2026,4/28/2026,Ristourne,34890286,-1492.02,client_1762,86,32,Male,Single
458378,16106,2024,7/11/2024,6/28/2024,6/27/2025,7/28/2024,Terme,6042130,5186.16,client_1680,184,58,Female,Widowed
458378,16106,2024,7/11/2024,6/28/2024,6/27/2025,7/28/2024,Terme,6042130,5186.16,client_1680,180,58,Female,Widowed
210143,16107,2022,7/9/2022,5/3/2022,6/28/2022,7/29/2022,Avenant,6101640,8840.28,client_2147,56,39,Female,Single
159081,16097,2021,6/14/2021,12/29/2020,12/28/2021,6/27/2021,Ristourne,4828970,-6405.4,client_3483,364,48,Female,Married
374878,16114,2024,1/17/2024,12/30/2023,12/28/2024,1/30/2024,Terme,6234466,16150.0,client_1824,364,35,Male,Divorced
301450,16099,2023,4/25/2023,12/31/2022,12/29/2023,4/28/2023,Ristourne,4865837,-4291.36,client_3480,363,38,Male,Married
458379,16133,2024,7/11/2024,12/30/2023,12/28/2024,7/28/2024,Avenant,8685225,22782.6,client_351,364,39,Female,Single
526067,16136,2025,3/27/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4175821,24609.22,client_2079,364,39,Female,Single
308707,16114,2023,6/22/2023,3/7/2023,12/29/2023,6/28/2023,Avenant,6234466,5531.37,client_1824,297,35,Male,Divorced
289136,16111,2023,2/13/2023,12/30/2022,12/29/2023,2/26/2023,Terme,6173182,1210.194,client_279,364,41,Male,Single
341026,16118,2023,10/26/2023,9/15/2023,12/29/2023,10/29/2023,Ristourne,8582228,-82.07,client_3418,105,58,Female,Married
543505,16129,2025,5/30/2025,12/29/2024,12/28/2025,6/27/2025,Terme,1722836,1105.046,client_2616,364,26,Female,Married
314206,16119,2023,6/26/2023,3/3/2023,12/29/2023,6/28/2023,Avenant,3163882,10785.32,client_3534,301,47,Female,Divorced
374992,16102,2023,1/20/2024,10/20/2023,12/29/2023,1/30/2024,Ristourne,4882676,-808.06,client_75,70,35,Female,Married
210353,16106,2022,7/16/2022,6/29/2022,6/28/2023,7/29/2022,Terme,4653030,7570.2,client_1927,184,41,Female,Married
210353,16106,2022,7/16/2022,6/29/2022,6/28/2023,7/29/2022,Terme,4653030,7570.2,client_1927,180,41,Female,Married
536174,16138,2025,5/12/2025,3/29/2025,3/29/2026,5/28/2025,Terme,4515101,24201.99,client_3452,275,38,Male,Married
536174,16138,2025,5/12/2025,3/29/2025,3/29/2026,5/28/2025,Terme,4515101,24201.99,client_3452,90,38,Male,Married
509371,16142,2024,1/16/2025,11/28/2024,12/28/2024,1/28/2025,Avenant,29600506,108.32,client_2056,30,27,Male,Married
181775,16107,2021,12/17/2021,11/22/2021,6/28/2022,12/27/2021,Affaire Nouvelle,6101640,33103.68,client_2147,37,39,Female,Single
181775,16107,2021,12/17/2021,11/22/2021,6/28/2022,12/27/2021,Affaire Nouvelle,6101640,33103.68,client_2147,181,39,Female,Single
493168,16118,2024,11/16/2024,3/17/2024,12/28/2024,11/27/2024,Ristourne,8582228,-3689.3,client_3418,286,58,Female,Married
434430,16118,2024,5/24/2024,4/21/2024,12/28/2024,5/28/2024,Ristourne,4139491,-2647.97,client_3475,251,39,Male,Married
494104,16115,2024,12/10/2024,5/24/2024,12/28/2024,12/28/2024,Avenant,6426907,23291.12,client_2128,218,49,Male,Married
460671,16105,2024,7/14/2024,6/14/2024,12/28/2024,7/29/2024,Avenant,5001115,1232.97,client_372,197,41,Female,Married
536630,16115,2024,5/22/2025,11/28/2024,12/28/2024,5/28/2025,Avenant,6426907,249.75,client_2128,30,49,Male,Married
307968,16118,2023,6/4/2023,4/29/2023,12/29/2023,6/28/2023,Ristourne,4139491,-1991.59,client_3475,244,39,Male,Married
314357,16115,2023,6/29/2023,6/29/2023,6/27/2024,7/29/2023,Terme,6304216,16941.0,client_2145,184,53,Female,Married
314357,16115,2023,6/29/2023,6/29/2023,6/27/2024,7/29/2023,Terme,6304216,16941.0,client_2145,180,53,Female,Married
461215,16141,2024,7/29/2024,6/28/2024,6/27/2025,8/28/2024,Affaire Nouvelle,4454506,6097.5,client_2359,184,51,Male,Widowed
461215,16141,2024,7/29/2024,6/28/2024,6/27/2025,8/28/2024,Affaire Nouvelle,4454506,6097.5,client_2359,180,51,Male,Widowed
476466,16125,2024,9/20/2024,6/28/2024,6/27/2025,9/28/2024,Terme,14414984,2429.0,client_2421,184,50,Male,Married
476466,16125,2024,9/20/2024,6/28/2024,6/27/2025,9/28/2024,Terme,14414984,2429.0,client_2421,180,50,Male,Married
598238,16118,2025,11/27/2025,10/25/2025,12/28/2025,11/28/2025,Avenant,4139491,661.38,client_3475,64,39,Male,Married
373547,16115,2024,1/10/2024,12/30/2023,12/28/2024,1/30/2024,Terme,6378064,10797.0,client_2322,364,25,Female,Single
460671,16103,2024,7/14/2024,4/15/2024,12/28/2024,7/29/2024,Ristourne,4893098,-7328.27,client_3535,257,39,Male,Married
271722,16111,2022,12/8/2022,4/4/2022,12/29/2022,12/28/2022,Avenant,6157172,4061.8,client_3431,269,44,Female,Single
375025,16133,2024,1/21/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17306483,22477.9,client_3494,364,51,Female,Divorced
321561,16110,2023,8/24/2023,7/7/2023,12/29/2023,8/29/2023,Avenant,5088133,14310.72,client_3454,175,39,Female,Married
307847,16122,2023,6/1/2023,5/14/2023,12/29/2023,6/28/2023,Avenant,4267969,5013.12,client_3533,229,39,Female,Widowed
536635,16113,2025,5/22/2025,12/29/2024,12/28/2025,5/28/2025,Terme,6316519,94428.11,client_2562,364,38,Female,Married
314826,16085,2023,7/13/2023,12/31/2022,12/29/2023,7/29/2023,Ristourne,1719095,-16944.35,client_839,363,49,Female,Widowed
277777,16118,2023,1/7/2023,12/30/2022,12/29/2023,1/29/2023,Affaire Nouvelle,8582993,95067.6,client_3536,364,41,Male,Married
502430,16099,2024,1/10/2025,10/13/2024,12/28/2024,1/28/2025,Ristourne,4865325,-1112.74,client_71,76,26,Male,Divorced
357025,16117,2023,11/24/2023,1/13/2023,12/29/2023,11/27/2023,Ristourne,4592958,-6709.87,client_2456,350,51,Female,Widowed
374895,16135,2024,1/18/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,1542164,27984.1,client_2619,364,50,Male,Single
502096,16117,2024,1/2/2025,11/28/2024,12/28/2024,1/28/2025,Avenant,4592958,141.67,client_2456,30,51,Female,Widowed
544086,16141,2024,6/13/2025,6/28/2024,6/27/2025,6/27/2025,Avenant,4136014,11994.2,client_1919,184,25,Male,Married
544086,16141,2024,6/13/2025,6/28/2024,6/27/2025,6/27/2025,Avenant,4136014,11994.2,client_1919,180,25,Male,Married
194054,16096,2022,4/21/2022,2/11/2022,12/29/2022,4/28/2022,Ristourne,4780871,-14822.52,client_3428,321,26,Male,Single
229304,16096,2022,10/17/2022,1/29/2022,12/29/2022,10/29/2022,Avenant,4779858,75528.31,client_1878,334,34,Female,Married
477089,16143,2024,10/11/2024,8/29/2024,9/27/2024,10/30/2024,Affaire Nouvelle,6421766,515.04,client_2163,29,42,Female,Married
428633,16106,2024,4/29/2024,2/4/2024,12/28/2024,5/28/2024,Ristourne,6094466,-12525.44,client_3514,328,43,Male,Single
476102,16140,2024,9/9/2024,6/8/2024,9/27/2024,9/28/2024,Avenant,6264710,1907.37,client_3504,111,25,Male,Single
140914,16096,2020,7/4/2020,6/12/2020,12/28/2020,7/28/2020,Affaire Nouvelle,4779858,19349.0,client_1878,199,34,Female,Married
446079,16138,2024,6/6/2024,3/15/2024,12/28/2024,6/27/2024,Affaire Nouvelle,6302837,3992.47,client_3537,288,41,Female,Married
229676,16098,2022,10/30/2022,9/29/2022,9/28/2023,11/28/2022,Terme,4828974,30487.5,client_1686,92,57,Female,Widowed
229676,16098,2022,10/30/2022,9/29/2022,9/28/2023,11/28/2022,Terme,4828974,30487.5,client_1686,272,57,Female,Widowed
562772,16138,2025,8/22/2025,3/29/2025,3/29/2026,8/28/2025,Terme,27752330,23678.61,client_2447,275,38,Male,Divorced
562772,16138,2025,8/22/2025,3/29/2025,3/29/2026,8/28/2025,Terme,27752330,23678.61,client_2447,90,38,Male,Divorced
350046,16125,2023,10/29/2023,8/5/2023,6/27/2024,10/29/2023,Avenant,13816354,5689.01,client_3423,147,36,Male,Divorced
350046,16125,2023,10/29/2023,8/5/2023,6/27/2024,10/29/2023,Avenant,13816354,5689.01,client_3423,180,36,Male,Divorced
476745,16106,2024,9/27/2024,8/29/2024,6/27/2025,9/28/2024,Avenant,4653030,26804.85,client_1927,122,41,Female,Married
476745,16106,2024,9/27/2024,8/29/2024,6/27/2025,9/28/2024,Avenant,4653030,26804.85,client_1927,180,41,Female,Married
284006,16104,2023,1/28/2023,12/30/2022,12/29/2023,1/29/2023,Terme,4951259,73019.72,client_3440,364,27,Female,Single
135392,16094,2020,1/25/2020,1/4/2020,12/28/2020,1/29/2020,Affaire Nouvelle,4698867,7134.7,client_277,359,25,Female,Divorced
493532,16096,2024,11/26/2024,3/2/2024,12/28/2024,11/27/2024,Avenant,4779858,36451.29,client_1878,301,34,Female,Married
277778,16117,2023,1/7/2023,12/30/2022,12/29/2023,1/29/2023,Affaire Nouvelle,4983193,38154.0,client_3443,364,45,Female,Single
373164,16129,2024,12/31/2023,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,15383903,53905.0,client_2236,364,51,Female,Single
210353,16106,2022,7/16/2022,6/29/2022,6/28/2023,7/29/2022,Terme,4848693,5072.0,client_1678,184,37,Female,Single
210353,16106,2022,7/16/2022,6/29/2022,6/28/2023,7/29/2022,Terme,4848693,5072.0,client_1678,180,37,Female,Single
509971,16148,2025,1/29/2025,12/29/2024,12/28/2025,2/25/2025,Affaire Nouvelle,33742774,21484.0,client_1879,364,49,Male,Single
517530,16129,2025,2/20/2025,12/29/2024,12/28/2025,2/25/2025,Terme,4969465,1765.5657,client_1913,364,25,Male,Single
296039,16105,2023,4/11/2023,3/30/2023,3/28/2024,4/28/2023,Terme,5083968,14023.57,client_3538,275,60,Male,Single
296039,16105,2023,4/11/2023,3/30/2023,3/28/2024,4/28/2023,Terme,5083968,14023.57,client_3538,89,60,Male,Single
340239,16098,2023,10/5/2023,9/29/2023,9/27/2024,10/29/2023,Terme,4828974,30487.5,client_1686,92,57,Female,Widowed
340239,16098,2023,10/5/2023,9/29/2023,9/27/2024,10/29/2023,Terme,4828974,30487.5,client_1686,272,57,Female,Widowed
